D,M,N,__pyience_timestamp__,acc_amm,acc_orig,corr,cossim,lut_work_const,method,muls,ncodebooks,nlookups,normalized_mse,problem,raw_mse,secs,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
512,100,10000,2023-07-01T19_19_25,0.6974,0.7048,0.9503324,0.9503154,4,Mithral,5120000,32,32000000,0.12874682,softmax,2.260851,0.1389524309997796,CIFAR-100 Softmax,0,0.0052466886,4.190518,0.0072819004,3.2341855
